"","months_as_customer","age","policy_number","policy_bind_date","insured_zip","insured_sex","insured_education_level","insured_occupation","insured_relationship","incident_date","incident_type","collision_type","incident_severity","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","total_claim_amount","auto_make","auto_model","auto_year","fraud_reported"
"136",171,34,964657,1997-02-18,605169,"FEMALE","College","exec-managerial","other-relative",2015-01-19,"Single Vehicle Collision","Rear Collision","Major Damage","NY","Springfield",14,"1",531,"Volkswagen","Passat",1996,1
"137",200,40,932502,2010-05-11,444822,"FEMALE","High School","sales","other-relative",2015-01-01,"Vehicle Theft","No collision","Minor Damage","VA","Riverwood",9,"1",19,"Ford","Escape",2015,0
"138",120,28,434507,2009-02-06,447442,"FEMALE","PhD","tech-support","not-in-family",2015-01-07,"Multi-vehicle Collision","Rear Collision","Minor Damage","SC","Springfield",9,"3",486,"BMW","X5",2010,0
"139",325,46,935277,2013-07-09,474360,"FEMALE","High School","prof-specialty","wife",2015-02-01,"Multi-vehicle Collision","Rear Collision","Minor Damage","NC","Springfield",21,"3",610,"Toyota","Camry",1999,0
"140",124,32,756054,1992-06-06,447925,"FEMALE","MD","other-service","not-in-family",2015-02-21,"Multi-vehicle Collision","Front Collision","Total Loss","VA","Springfield",19,"3",584,"BMW","X5",1995,0
"141",211,35,682387,1998-03-08,451586,"MALE","Masters","machine-op-inspct","other-relative",2015-01-21,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Northbend",2,"1",288,"Mercedes","E400",2008,0
"142",287,41,456604,2004-03-29,477519,"MALE","Masters","transport-moving","wife",2015-01-19,"Vehicle Theft","No collision","Trivial Damage","SC","Northbrook",9,"1",48,"Suburu","Forrestor",2001,0
"143",122,34,139872,2006-06-01,603639,"MALE","PhD","machine-op-inspct","own-child",2015-02-27,"Parked Car","No collision","Minor Damage","SC","Northbend",5,"1",107,"Chevrolet","Silverado",2013,0
"144",22,29,354105,1994-06-08,463993,"MALE","MD","exec-managerial","other-relative",2015-02-14,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Springfield",14,"1",553,"Accura","MDX",2012,1
"145",106,31,165485,1998-02-12,441491,"FEMALE","JD","farming-fishing","wife",2015-02-01,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Springfield",20,"3",219,"Accura","MDX",2011,0
"146",398,58,515050,2000-11-16,469429,"FEMALE","Associate","exec-managerial","wife",2015-02-02,"Single Vehicle Collision","Front Collision","Major Damage","NC","Northbrook",18,"1",749,"Accura","TL",2002,1
"147",214,41,795686,2004-10-24,472214,"MALE","Masters","tech-support","not-in-family",2015-02-01,"Multi-vehicle Collision","Side Collision","Major Damage","NC","Northbend",13,"3",462,"BMW","X6",1996,1
"148",209,38,395983,2009-11-08,614945,"FEMALE","MD","other-service","other-relative",2015-01-19,"Single Vehicle Collision","Front Collision","Minor Damage","WV","Northbrook",21,"1",228,"Nissan","Pathfinder",2014,0
"149",82,27,119513,1996-09-21,476727,"MALE","PhD","adm-clerical","not-in-family",2015-02-18,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Springfield",14,"1",566,"Volkswagen","Jetta",2007,1
"150",193,41,217938,1995-07-16,438555,"FEMALE","JD","craft-repair","not-in-family",2015-02-08,"Single Vehicle Collision","Side Collision","Major Damage","SC","Springfield",1,"1",762,"Suburu","Impreza",2011,1
"151",134,32,203914,2001-06-09,440961,"FEMALE","PhD","farming-fishing","wife",2015-01-09,"Single Vehicle Collision","Side Collision","Total Loss","NY","Columbus",17,"1",681,"Audi","A3",2014,0
"152",288,45,565157,2002-10-06,616714,"MALE","Masters","priv-house-serv","husband",2015-02-27,"Multi-vehicle Collision","Rear Collision","Major Damage","NC","Hillsdale",4,"3",238,"Mercedes","C300",2009,0
"153",104,32,904191,1997-07-14,434247,"MALE","High School","exec-managerial","own-child",2015-01-08,"Multi-vehicle Collision","Rear Collision","Total Loss","NY","Riverwood",23,"3",454,"Volkswagen","Jetta",2006,1
"154",431,54,419510,1994-11-11,436547,"FEMALE","Masters","craft-repair","own-child",2015-01-08,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Columbus",13,"3",449,"Suburu","Forrestor",1997,0
"155",101,33,575000,2012-06-23,619540,"FEMALE","Masters","other-service","own-child",2015-02-24,"Multi-vehicle Collision","Rear Collision","Minor Damage","NC","Northbrook",20,"3",320,"Saab","93",2013,1
"156",375,50,120485,2007-02-18,466283,"MALE","Associate","sales","other-relative",2015-02-12,"Single Vehicle Collision","Front Collision","Major Damage","NY","Riverwood",16,"1",157,"Audi","A5",1996,1
"157",461,61,781181,2005-06-27,449557,"MALE","JD","exec-managerial","husband",2015-02-18,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Columbus",10,"3",570,"Jeep","Wrangler",2006,0
"158",428,59,299796,1999-09-29,473329,"FEMALE","JD","prof-specialty","other-relative",2015-02-06,"Parked Car","No collision","Minor Damage","WV","Northbend",8,"1",82,"Saab","92x",2013,0
"159",45,38,589749,2006-05-14,470117,"MALE","Masters","machine-op-inspct","not-in-family",2015-02-14,"Multi-vehicle Collision","Front Collision","Total Loss","WV","Springfield",17,"3",638,"Suburu","Legacy",2013,0
"160",136,29,854021,2010-04-29,600702,"FEMALE","JD","transport-moving","other-relative",2015-02-05,"Vehicle Theft","No collision","Minor Damage","NY","Columbus",9,"1",76,"Honda","Accord",1999,0
"161",216,36,454086,1992-11-10,615921,"FEMALE","Associate","priv-house-serv","unmarried",2015-01-25,"Parked Car","No collision","Minor Damage","VA","Springfield",0,"1",75,"Mercedes","E400",2014,0
"162",278,48,139484,1999-07-24,475588,"FEMALE","MD","farming-fishing","not-in-family",2015-01-16,"Single Vehicle Collision","Front Collision","Total Loss","SC","Northbrook",12,"1",609,"Chevrolet","Silverado",1997,0
"163",295,48,678849,1992-02-22,609409,"FEMALE","MD","exec-managerial","unmarried",2015-01-28,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Hillsdale",20,"2",700,"Volkswagen","Passat",2002,0
"164",112,30,346940,2002-09-13,479852,"FEMALE","Masters","prof-specialty","not-in-family",2015-01-21,"Single Vehicle Collision","Front Collision","Major Damage","SC","Arlington",3,"1",759,"Dodge","Neon",1997,1
"165",122,34,985436,2003-08-09,452249,"FEMALE","Masters","prof-specialty","unmarried",2015-01-07,"Multi-vehicle Collision","Rear Collision","Total Loss","PA","Columbus",18,"3",750,"Mercedes","E400",2011,0
"166",108,29,237418,2007-12-04,441536,"FEMALE","PhD","armed-forces","not-in-family",2015-02-23,"Multi-vehicle Collision","Side Collision","Minor Damage","WV","Columbus",4,"3",422,"Suburu","Legacy",2012,0
"167",14,28,335780,2002-07-22,601617,"FEMALE","Associate","craft-repair","unmarried",2015-02-14,"Single Vehicle Collision","Rear Collision","Major Damage","WV","Riverwood",18,"1",560,"Audi","A5",2012,1
"168",298,45,491392,1992-07-03,442598,"MALE","High School","farming-fishing","unmarried",2015-02-27,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Northbend",18,"3",462,"Saab","95",1999,0
"169",276,46,140880,2005-03-29,430987,"FEMALE","Masters","machine-op-inspct","husband",2015-02-21,"Parked Car","No collision","Trivial Damage","SC","Hillsdale",7,"1",69,"Toyota","Highlander",2015,0
"170",47,37,962591,2008-03-16,430104,"MALE","High School","other-service","not-in-family",2015-01-05,"Parked Car","No collision","Minor Damage","NY","Hillsdale",18,"1",85,"Jeep","Wrangler",2011,0
"171",222,42,922565,1999-05-23,612904,"MALE","Associate","armed-forces","not-in-family",2015-01-30,"Multi-vehicle Collision","Rear Collision","Minor Damage","NY","Arlington",23,"3",282,"Jeep","Wrangler",2006,0
"172",119,28,288580,2012-11-22,430886,"MALE","High School","machine-op-inspct","husband",2015-02-26,"Single Vehicle Collision","Rear Collision","Total Loss","PA","Riverwood",1,"1",309,"Volkswagen","Jetta",2007,1
"173",73,29,154280,1993-01-29,467947,"MALE","College","protective-serv","wife",2015-01-10,"Multi-vehicle Collision","Rear Collision","Total Loss","SC","Arlington",15,"3",211,"Dodge","Neon",2001,0
"174",8,31,425973,2003-02-11,604804,"FEMALE","MD","transport-moving","wife",2015-02-23,"Multi-vehicle Collision","Front Collision","Major Damage","PA","Hillsdale",2,"3",240,"Volkswagen","Jetta",2014,0
"175",294,44,477177,1990-08-15,460308,"FEMALE","PhD","farming-fishing","unmarried",2015-02-05,"Vehicle Theft","No collision","Trivial Damage","WV","Riverwood",3,"1",73,"Ford","Fusion",2002,0
"176",324,46,648509,2010-03-06,618862,"MALE","MD","tech-support","wife",2015-01-21,"Single Vehicle Collision","Rear Collision","Minor Damage","PA","Hillsdale",13,"1",654,"Jeep","Wrangler",2011,0
"177",155,34,914815,1990-09-27,462479,"MALE","Masters","protective-serv","other-relative",2015-01-07,"Single Vehicle Collision","Front Collision","Minor Damage","OH","Hillsdale",1,"1",621,"Honda","Civic",1998,0
"178",261,45,249048,2005-06-17,457555,"FEMALE","PhD","prof-specialty","other-relative",2015-01-11,"Single Vehicle Collision","Rear Collision","Minor Damage","SC","Columbus",16,"1",439,"Volkswagen","Jetta",2003,0
"179",245,40,144323,2001-09-14,459984,"FEMALE","Masters","armed-forces","other-relative",2015-02-06,"Single Vehicle Collision","Front Collision","Total Loss","WV","Northbend",0,"1",694,"Chevrolet","Malibu",1998,0
"180",235,39,651861,2011-01-07,434982,"MALE","MD","tech-support","wife",2015-01-24,"Vehicle Theft","No collision","Trivial Damage","NY","Hillsdale",1,"1",42,"Chevrolet","Silverado",2010,0
"181",53,36,125324,2003-09-13,614233,"MALE","Associate","handlers-cleaners","not-in-family",2015-02-18,"Multi-vehicle Collision","Side Collision","Major Damage","VA","Riverwood",17,"3",269,"Audi","A3",2006,0
"182",426,54,398102,1997-10-24,605258,"FEMALE","Masters","adm-clerical","not-in-family",2015-01-12,"Single Vehicle Collision","Side Collision","Minor Damage","SC","Springfield",13,"1",752,"Dodge","Neon",1997,0
"183",111,27,514065,2009-01-04,604377,"FEMALE","Masters","tech-support","husband",2015-01-17,"Single Vehicle Collision","Side Collision","Total Loss","VA","Springfield",12,"1",728,"Accura","RSX",2009,0
"184",86,26,391652,1998-10-12,434923,"MALE","JD","tech-support","other-relative",2015-01-12,"Single Vehicle Collision","Rear Collision","Minor Damage","SC","Northbend",11,"1",674,"Chevrolet","Malibu",2011,1
"185",296,46,922167,1993-02-23,476456,"MALE","Masters","craft-repair","not-in-family",2015-01-06,"Single Vehicle Collision","Front Collision","Major Damage","NY","Northbend",18,"1",329,"Mercedes","C300",2013,0
"186",125,35,442795,1996-07-07,446788,"MALE","JD","tech-support","husband",2015-02-25,"Single Vehicle Collision","Front Collision","Total Loss","NY","Northbend",17,"1",715,"Mercedes","C300",2007,1
"187",177,34,226330,2013-01-23,477382,"FEMALE","JD","tech-support","unmarried",2015-02-16,"Multi-vehicle Collision","Front Collision","Total Loss","NC","Riverwood",22,"3",117,"Audi","A3",2009,0
"188",238,39,134430,2006-12-06,600275,"FEMALE","JD","protective-serv","other-relative",2015-02-25,"Vehicle Theft","No collision","Minor Damage","NY","Northbrook",9,"1",56,"Chevrolet","Tahoe",2010,0
"189",81,25,524230,2014-02-23,461958,"FEMALE","High School","tech-support","own-child",2015-02-21,"Multi-vehicle Collision","Rear Collision","Major Damage","WV","Hillsdale",11,"3",587,"Honda","Civic",2003,1
"190",128,28,438817,2007-11-16,472720,"FEMALE","High School","adm-clerical","other-relative",2015-02-16,"Single Vehicle Collision","Rear Collision","Total Loss","VA","Columbus",11,"1",754,"Honda","CRV",2007,0
"191",449,57,293794,1999-04-17,442395,"MALE","Associate","tech-support","own-child",2015-02-09,"Parked Car","No collision","Minor Damage","SC","Riverwood",8,"1",53,"Volkswagen","Passat",2008,0
"192",252,39,868283,2006-02-06,455340,"MALE","JD","farming-fishing","unmarried",2015-02-13,"Single Vehicle Collision","Side Collision","Minor Damage","SC","Springfield",18,"1",262,"Nissan","Maxima",2001,0
"193",359,47,828890,1993-10-20,613247,"FEMALE","MD","handlers-cleaners","unmarried",2015-01-11,"Single Vehicle Collision","Front Collision","Total Loss","SC","Arlington",13,"1",339,"Mercedes","C300",2012,0
"194",19,32,882920,2006-01-01,454985,"MALE","High School","other-service","husband",2015-01-02,"Vehicle Theft","No collision","Minor Damage","VA","Hillsdale",8,"1",89,"Nissan","Maxima",2015,0
"195",73,26,918777,2003-04-04,468813,"MALE","MD","farming-fishing","not-in-family",2015-02-12,"Multi-vehicle Collision","Rear Collision","Total Loss","VA","Northbrook",9,"3",171,"Chevrolet","Tahoe",2003,0
"196",285,44,212580,2014-07-05,452747,"MALE","High School","handlers-cleaners","husband",2015-02-05,"Multi-vehicle Collision","Side Collision","Total Loss","NC","Columbus",17,"2",342,"Saab","95",2006,0
"197",196,36,602410,1996-01-16,615611,"MALE","MD","armed-forces","own-child",2015-01-24,"Vehicle Theft","No collision","Trivial Damage","WV","Springfield",3,"1",51,"Jeep","Grand Cherokee",2001,1
"198",223,43,976971,2002-04-19,451400,"FEMALE","MD","adm-clerical","not-in-family",2015-01-12,"Parked Car","No collision","Trivial Damage","WV","Arlington",6,"1",49,"Accura","MDX",2006,0
"199",328,48,630226,2005-12-10,464874,"MALE","Masters","armed-forces","own-child",2015-01-16,"Single Vehicle Collision","Front Collision","Major Damage","NY","Riverwood",17,"1",391,"Honda","Civic",2014,0
"200",285,43,171254,1994-11-07,452496,"FEMALE","College","sales","other-relative",2015-01-13,"Vehicle Theft","No collision","Minor Damage","SC","Arlington",7,"1",6,"BMW","3 Series",1997,0
"201",30,31,247116,2012-06-02,430714,"MALE","PhD","craft-repair","not-in-family",2015-02-02,"Vehicle Theft","No collision","Trivial Damage","NY","Hillsdale",9,"1",64,"Suburu","Impreza",2011,0
"202",342,49,505969,1998-04-07,472634,"MALE","PhD","transport-moving","not-in-family",2015-02-28,"Single Vehicle Collision","Rear Collision","Minor Damage","WV","Hillsdale",3,"1",616,"Suburu","Legacy",2006,0
"203",219,39,653864,2007-04-25,608371,"FEMALE","High School","protective-serv","unmarried",2015-01-18,"Parked Car","No collision","Trivial Damage","NY","Springfield",6,"1",68,"Chevrolet","Malibu",2015,0
"204",468,62,586367,2000-06-30,468168,"MALE","PhD","machine-op-inspct","wife",2015-02-15,"Multi-vehicle Collision","Rear Collision","Major Damage","SC","Riverwood",7,"3",470,"Chevrolet","Tahoe",2009,0
"205",241,39,896890,1996-06-04,464107,"MALE","JD","sales","husband",2015-01-31,"Multi-vehicle Collision","Rear Collision","Total Loss","WV","Northbend",21,"3",118,"Saab","93",1995,0
"206",223,43,650026,2009-05-09,466959,"FEMALE","Masters","tech-support","not-in-family",2015-02-10,"Single Vehicle Collision","Rear Collision","Minor Damage","SC","Springfield",14,"1",324,"BMW","M5",2011,0
"207",128,32,547744,2001-07-08,443522,"FEMALE","College","sales","other-relative",2015-02-26,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Columbus",0,"1",398,"Ford","F150",1999,1
"208",124,29,598124,1993-09-20,441726,"MALE","Masters","handlers-cleaners","husband",2015-02-25,"Multi-vehicle Collision","Side Collision","Major Damage","VA","Springfield",14,"3",569,"Audi","A3",2005,0
"209",343,48,436126,2009-11-03,473412,"MALE","JD","adm-clerical","husband",2015-01-08,"Multi-vehicle Collision","Side Collision","Total Loss","SC","Riverwood",13,"4",480,"Mercedes","C300",2003,0
"210",404,53,739447,2014-12-10,466201,"MALE","Associate","sales","not-in-family",2015-01-14,"Parked Car","No collision","Trivial Damage","WV","Columbus",8,"1",111,"Suburu","Legacy",2002,0
"211",63,24,427484,1994-01-08,469621,"FEMALE","High School","handlers-cleaners","other-relative",2015-02-03,"Vehicle Theft","No collision","Minor Damage","NC","Hillsdale",7,"1",74,"Toyota","Corolla",2015,0
"212",210,37,218684,2006-08-05,466676,"MALE","High School","priv-house-serv","not-in-family",2015-01-05,"Vehicle Theft","No collision","Trivial Damage","OH","Columbus",9,"1",90,"Dodge","RAM",1999,0
"213",335,50,565564,2007-02-07,615346,"MALE","High School","sales","other-relative",2015-01-24,"Multi-vehicle Collision","Side Collision","Minor Damage","NY","Riverwood",12,"3",143,"Volkswagen","Passat",2009,0
"214",11,40,743163,2001-04-09,440106,"FEMALE","MD","prof-specialty","wife",2015-01-26,"Multi-vehicle Collision","Side Collision","Major Damage","SC","Springfield",6,"3",307,"Dodge","Neon",2004,1
"215",142,33,604614,1995-02-17,450332,"FEMALE","JD","exec-managerial","wife",2015-01-21,"Single Vehicle Collision","Side Collision","Total Loss","NC","Columbus",11,"1",670,"Suburu","Legacy",2009,1
"216",272,43,509928,1995-07-25,615226,"MALE","PhD","craft-repair","other-relative",2015-02-06,"Multi-vehicle Collision","Side Collision","Minor Damage","NC","Springfield",5,"3",667,"Audi","A3",2006,1
"217",69,26,593390,2006-03-24,437688,"FEMALE","High School","machine-op-inspct","unmarried",2015-01-07,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Columbus",14,"1",448,"Audi","A5",2008,0
"218",38,28,970607,1995-03-28,437387,"MALE","Masters","transport-moving","not-in-family",2015-02-10,"Vehicle Theft","No collision","Trivial Damage","NC","Springfield",17,"1",93,"BMW","X5",2004,0
"219",328,46,174701,1996-06-19,458139,"FEMALE","MD","prof-specialty","not-in-family",2015-02-23,"Single Vehicle Collision","Rear Collision","Total Loss","WV","Hillsdale",0,"1",545,"Saab","92x",1998,1
"220",281,43,529398,1993-06-16,443191,"MALE","College","priv-house-serv","other-relative",2015-01-09,"Multi-vehicle Collision","Side Collision","Minor Damage","SC","Northbrook",21,"3",403,"BMW","X6",1999,0
"221",246,44,940942,2001-07-11,613647,"MALE","College","farming-fishing","other-relative",2015-02-22,"Single Vehicle Collision","Front Collision","Major Damage","NY","Hillsdale",18,"1",422,"Honda","Civic",2009,1
